LSU_rRNA_eukarya 1-3401 (+1)	=> 8855-11955 (-1)
5S_rRNA 1-119 (+1)	=> 13762378-13762496 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13762378-13762496 (-1)

5S_rRNA 1-119 (+1)	=> 13762864-13762982 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13762864-13762982 (-1)

5S_rRNA 1-119 (+1)	=> 13763370-13763487 (-1)
Percent identity: 
Cigar string: 66MI52M
ungapped:
5S_rRNA 1-66 (+1)	=> 13763422-13763487 (-1)
5S_rRNA 67-118 (+1)	=> 13763369-13763420 (-1)

5S_rRNA 1-119 (+1)	=> 13763855-13763973 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13763855-13763973 (-1)

5S_rRNA 1-119 (+1)	=> 13764359-13764477 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13764359-13764477 (-1)

5S_rRNA 1-119 (+1)	=> 13764845-13764963 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13764845-13764963 (-1)

5S_rRNA 1-119 (+1)	=> 13765352-13765470 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13765352-13765470 (-1)

5S_rRNA 1-119 (+1)	=> 13765840-13765958 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13765840-13765958 (-1)

5S_rRNA 1-119 (+1)	=> 13766349-13766468 (-1)
Percent identity: 
Cigar string: 55MD64M
ungapped:
5S_rRNA 1-55 (+1)	=> 13766414-13766468 (-1)
5S_rRNA 57-120 (+1)	=> 13766350-13766413 (-1)

5S_rRNA 1-119 (+1)	=> 13766671-13766789 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13766671-13766789 (-1)

5S_rRNA 1-119 (+1)	=> 13767174-13767292 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13767174-13767292 (-1)

5S_rRNA 1-119 (+1)	=> 13767679-13767797 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13767679-13767797 (-1)

5S_rRNA 1-119 (+1)	=> 13768182-13768300 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13768182-13768300 (-1)

5S_rRNA 1-119 (+1)	=> 13768694-13768812 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13768694-13768812 (-1)

5S_rRNA 1-119 (+1)	=> 13769195-13769313 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13769195-13769313 (-1)

5S_rRNA 1-119 (+1)	=> 13769700-13769818 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13769700-13769818 (-1)

5S_rRNA 1-119 (+1)	=> 13770206-13770324 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13770206-13770324 (-1)

5S_rRNA 1-119 (+1)	=> 13770708-13770826 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13770708-13770826 (-1)

5S_rRNA 1-119 (+1)	=> 13771214-13771332 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13771214-13771332 (-1)

5S_rRNA 1-119 (+1)	=> 13771717-13771835 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13771717-13771835 (-1)

5S_rRNA 1-119 (+1)	=> 13772221-13772339 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13772221-13772339 (-1)

5S_rRNA 1-119 (+1)	=> 13772725-13772843 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13772725-13772843 (-1)

5S_rRNA 1-119 (+1)	=> 13773234-13773352 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13773234-13773352 (-1)

5S_rRNA 1-119 (+1)	=> 13773734-13773852 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13773734-13773852 (-1)

5S_rRNA 1-119 (+1)	=> 13774239-13774357 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13774239-13774357 (-1)

5S_rRNA 1-119 (+1)	=> 13774743-13774861 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13774743-13774861 (-1)

5S_rRNA 1-119 (+1)	=> 13775248-13775366 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13775248-13775366 (-1)

5S_rRNA 1-119 (+1)	=> 13775751-13775869 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13775751-13775869 (-1)

5S_rRNA 1-119 (+1)	=> 13776256-13776374 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13776256-13776374 (-1)

5S_rRNA 1-119 (+1)	=> 13776761-13776879 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13776761-13776879 (-1)

5S_rRNA 1-119 (+1)	=> 13777265-13777383 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13777265-13777383 (-1)

5S_rRNA 1-119 (+1)	=> 13777769-13777887 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13777769-13777887 (-1)

5S_rRNA 1-119 (+1)	=> 13778268-13778386 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13778268-13778386 (-1)

5S_rRNA 1-119 (+1)	=> 13778780-13778898 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13778780-13778898 (-1)

5S_rRNA 1-119 (+1)	=> 13779286-13779404 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13779286-13779404 (-1)

5S_rRNA 1-119 (+1)	=> 13779790-13779908 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13779790-13779908 (-1)

5S_rRNA 1-119 (+1)	=> 13780300-13780418 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13780300-13780418 (-1)

5S_rRNA 1-119 (+1)	=> 13780807-13780925 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13780807-13780925 (-1)

5S_rRNA 1-119 (+1)	=> 13781312-13781430 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13781312-13781430 (-1)

5S_rRNA 1-119 (+1)	=> 13781817-13781935 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13781817-13781935 (-1)

5S_rRNA 1-119 (+1)	=> 13782324-13782442 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13782324-13782442 (-1)

5S_rRNA 1-119 (+1)	=> 13782829-13782947 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13782829-13782947 (-1)

5S_rRNA 1-119 (+1)	=> 13783335-13783453 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13783335-13783453 (-1)

5S_rRNA 1-119 (+1)	=> 13783840-13783958 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13783840-13783958 (-1)

5S_rRNA 1-119 (+1)	=> 13784346-13784464 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13784346-13784464 (-1)

5S_rRNA 1-119 (+1)	=> 13784851-13784969 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13784851-13784969 (-1)

5S_rRNA 1-119 (+1)	=> 13785357-13785475 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13785357-13785475 (-1)

5S_rRNA 1-119 (+1)	=> 13785680-13785798 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13785680-13785798 (-1)

5S_rRNA 1-119 (+1)	=> 13786166-13786284 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13786166-13786284 (-1)

5S_rRNA 1-119 (+1)	=> 13786673-13786791 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13786673-13786791 (-1)

5S_rRNA 1-119 (+1)	=> 13787159-13787277 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13787159-13787277 (-1)

5S_rRNA 1-119 (+1)	=> 13787666-13787784 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13787666-13787784 (-1)

5S_rRNA 1-119 (+1)	=> 13788152-13788270 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13788152-13788270 (-1)

5S_rRNA 1-119 (+1)	=> 13788656-13788774 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13788656-13788774 (-1)

5S_rRNA 1-119 (+1)	=> 13789133-13789251 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13789133-13789251 (-1)

5S_rRNA 1-119 (+1)	=> 13789640-13789758 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13789640-13789758 (-1)

5S_rRNA 1-119 (+1)	=> 13790639-13790757 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13790639-13790757 (-1)

5S_rRNA 1-119 (+1)	=> 13791149-13791267 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13791149-13791267 (-1)

5S_rRNA 1-119 (+1)	=> 13791635-13791753 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13791635-13791753 (-1)

5S_rRNA 1-119 (+1)	=> 13792120-13792238 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13792120-13792238 (-1)

5S_rRNA 1-119 (+1)	=> 13792606-13792724 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13792606-13792724 (-1)

5S_rRNA 1-119 (+1)	=> 13793092-13793210 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13793092-13793210 (-1)

5S_rRNA 1-119 (+1)	=> 13793577-13793695 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13793577-13793695 (-1)

5S_rRNA 1-119 (+1)	=> 13794063-13794181 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13794063-13794181 (-1)

5S_rRNA 1-119 (+1)	=> 13794549-13794667 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13794549-13794667 (-1)

5S_rRNA 1-119 (+1)	=> 13795035-13795153 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13795035-13795153 (-1)

5S_rRNA 1-119 (+1)	=> 13795524-13795642 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13795524-13795642 (-1)

5S_rRNA 1-119 (+1)	=> 13796028-13796146 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13796028-13796146 (-1)

5S_rRNA 1-119 (+1)	=> 13796534-13796652 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13796534-13796652 (-1)

5S_rRNA 1-119 (+1)	=> 13797020-13797138 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13797020-13797138 (-1)

5S_rRNA 1-119 (+1)	=> 13797527-13797645 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13797527-13797645 (-1)

5S_rRNA 1-119 (+1)	=> 13798015-13798133 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13798015-13798133 (-1)

5S_rRNA 1-119 (+1)	=> 13798517-13798635 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13798517-13798635 (-1)

5S_rRNA 1-119 (+1)	=> 13799023-13799141 (-1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13799023-13799141 (-1)

5S_rRNA 1-119 (+1)	=> 13800664-13800782 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13800664-13800782 (+1)

5S_rRNA 1-119 (+1)	=> 13801170-13801278 (+1)
Percent identity: 
Cigar string: 75M16I26D18M
ungapped:
5S_rRNA 1-75 (+1)	=> 13801170-13801244 (+1)
5S_rRNA 102-119 (+1)	=> 13801261-13801278 (+1)

snoR71 1-107 (+1)	=> 13803665-13803771 (-1)
Percent identity: 
Cigar string: 107M
ungapped:
snoR71 1-107 (+1)	=> 13803665-13803771 (-1)

5S_rRNA 1-119 (+1)	=> 13809564-13809681 (+1)
Percent identity: 
Cigar string: 92MI26M
ungapped:
5S_rRNA 1-92 (+1)	=> 13809564-13809655 (+1)
5S_rRNA 93-118 (+1)	=> 13809657-13809682 (+1)

5S_rRNA 1-119 (+1)	=> 13810067-13810182 (+1)
Percent identity: 
Cigar string: 72M3I44M
ungapped:
5S_rRNA 1-72 (+1)	=> 13810067-13810138 (+1)
5S_rRNA 73-116 (+1)	=> 13810142-13810185 (+1)

5S_rRNA 1-119 (+1)	=> 13810443-13810560 (+1)
Percent identity: 
Cigar string: 92MI26M
ungapped:
5S_rRNA 1-92 (+1)	=> 13810443-13810534 (+1)
5S_rRNA 93-118 (+1)	=> 13810536-13810561 (+1)

5S_rRNA 1-119 (+1)	=> 13810948-13811066 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13810948-13811066 (+1)

5S_rRNA 1-119 (+1)	=> 13811456-13811573 (+1)
Percent identity: 
Cigar string: 101MI17M
ungapped:
5S_rRNA 1-101 (+1)	=> 13811456-13811556 (+1)
5S_rRNA 102-118 (+1)	=> 13811558-13811574 (+1)

5S_rRNA 1-119 (+1)	=> 13811960-13812078 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13811960-13812078 (+1)

5S_rRNA 1-119 (+1)	=> 13812461-13812579 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13812461-13812579 (+1)

5S_rRNA 1-119 (+1)	=> 13812970-13813088 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13812970-13813088 (+1)

5S_rRNA 1-119 (+1)	=> 13813472-13813590 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13813472-13813590 (+1)

5S_rRNA 1-119 (+1)	=> 13813979-13814097 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13813979-13814097 (+1)

5S_rRNA 1-119 (+1)	=> 13814481-13814599 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13814481-13814599 (+1)

5S_rRNA 1-119 (+1)	=> 13814984-13815102 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13814984-13815102 (+1)

5S_rRNA 1-119 (+1)	=> 13815491-13815609 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13815491-13815609 (+1)

5S_rRNA 1-119 (+1)	=> 13815998-13816116 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13815998-13816116 (+1)

MIR854 1-221 (+1)	=> 13819257-13819449 (-1)
Percent identity: 
Cigar string: 4M2I7M12I154M3I12M11I16M
ungapped:
MIR854 1-4 (+1)	=> 13819446-13819449 (-1)
MIR854 5-11 (+1)	=> 13819437-13819443 (-1)
MIR854 12-165 (+1)	=> 13819271-13819424 (-1)
MIR854 166-177 (+1)	=> 13819256-13819267 (-1)
MIR854 178-193 (+1)	=> 13819229-13819244 (-1)

snoR71 1-107 (+1)	=> 13827909-13828015 (+1)
Percent identity: 
Cigar string: 107M
ungapped:
snoR71 1-107 (+1)	=> 13827909-13828015 (+1)

snoR71 1-107 (+1)	=> 13832472-13832578 (+1)
Percent identity: 
Cigar string: 107M
ungapped:
snoR71 1-107 (+1)	=> 13832472-13832578 (+1)

5S_rRNA 1-119 (+1)	=> 13835168-13835286 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13835168-13835286 (+1)

5S_rRNA 1-119 (+1)	=> 13835678-13835796 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13835678-13835796 (+1)

5S_rRNA 1-119 (+1)	=> 13836183-13836301 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13836183-13836301 (+1)

5S_rRNA 1-119 (+1)	=> 13836666-13836784 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13836666-13836784 (+1)

5S_rRNA 1-119 (+1)	=> 13837173-13837291 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13837173-13837291 (+1)

5S_rRNA 1-119 (+1)	=> 13837683-13837801 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13837683-13837801 (+1)

5S_rRNA 1-119 (+1)	=> 13838188-13838306 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13838188-13838306 (+1)

5S_rRNA 1-119 (+1)	=> 13838692-13838810 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13838692-13838810 (+1)

5S_rRNA 1-119 (+1)	=> 13839201-13839319 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13839201-13839319 (+1)

5S_rRNA 1-119 (+1)	=> 13839734-13839852 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13839734-13839852 (+1)

5S_rRNA 1-119 (+1)	=> 13840172-13840290 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13840172-13840290 (+1)

5S_rRNA 1-119 (+1)	=> 13840682-13840800 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13840682-13840800 (+1)

5S_rRNA 1-119 (+1)	=> 13843498-13843616 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13843498-13843616 (+1)

5S_rRNA 1-119 (+1)	=> 13844006-13844124 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13844006-13844124 (+1)

5S_rRNA 1-119 (+1)	=> 13844514-13844632 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13844514-13844632 (+1)

5S_rRNA 1-119 (+1)	=> 13845011-13845129 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13845011-13845129 (+1)

5S_rRNA 1-119 (+1)	=> 13845516-13845634 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13845516-13845634 (+1)

5S_rRNA 1-119 (+1)	=> 13846023-13846141 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13846023-13846141 (+1)

5S_rRNA 1-119 (+1)	=> 13846529-13846647 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13846529-13846647 (+1)

5S_rRNA 1-119 (+1)	=> 13847565-13847683 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13847565-13847683 (+1)

5S_rRNA 1-119 (+1)	=> 13848068-13848186 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13848068-13848186 (+1)

5S_rRNA 1-119 (+1)	=> 13849133-13849251 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13849133-13849251 (+1)

5S_rRNA 1-119 (+1)	=> 13849615-13849733 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13849615-13849733 (+1)

5S_rRNA 1-119 (+1)	=> 13850122-13850240 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13850122-13850240 (+1)

5S_rRNA 1-119 (+1)	=> 13850632-13850750 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13850632-13850750 (+1)

5S_rRNA 1-119 (+1)	=> 13851140-13851258 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13851140-13851258 (+1)

5S_rRNA 1-119 (+1)	=> 13852118-13852236 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13852118-13852236 (+1)

5S_rRNA 1-119 (+1)	=> 13852467-13852585 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13852467-13852585 (+1)

5S_rRNA 1-119 (+1)	=> 13852973-13853091 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13852973-13853091 (+1)

5S_rRNA 1-119 (+1)	=> 13853481-13853599 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13853481-13853599 (+1)

5S_rRNA 1-119 (+1)	=> 13853987-13854105 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13853987-13854105 (+1)

5S_rRNA 1-119 (+1)	=> 13854497-13854615 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13854497-13854615 (+1)

5S_rRNA 1-119 (+1)	=> 13855007-13855125 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13855007-13855125 (+1)

5S_rRNA 1-119 (+1)	=> 13855864-13855982 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13855864-13855982 (+1)

5S_rRNA 1-119 (+1)	=> 13856373-13856491 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13856373-13856491 (+1)

5S_rRNA 1-119 (+1)	=> 13856877-13856995 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13856877-13856995 (+1)

5S_rRNA 1-119 (+1)	=> 13857014-13857132 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13857014-13857132 (+1)

5S_rRNA 1-119 (+1)	=> 13857521-13857639 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13857521-13857639 (+1)

5S_rRNA 1-119 (+1)	=> 13858031-13858149 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13858031-13858149 (+1)

5S_rRNA 1-119 (+1)	=> 13858535-13858653 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13858535-13858653 (+1)

5S_rRNA 1-119 (+1)	=> 13859197-13859315 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13859197-13859315 (+1)

5S_rRNA 1-119 (+1)	=> 13859707-13859825 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13859707-13859825 (+1)

5S_rRNA 1-119 (+1)	=> 13860215-13860333 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13860215-13860333 (+1)

5S_rRNA 1-119 (+1)	=> 13861192-13861310 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13861192-13861310 (+1)

5S_rRNA 1-119 (+1)	=> 13861703-13861821 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13861703-13861821 (+1)

5S_rRNA 1-119 (+1)	=> 13862208-13862326 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13862208-13862326 (+1)

5S_rRNA 1-119 (+1)	=> 13862753-13862871 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13862753-13862871 (+1)

5S_rRNA 1-119 (+1)	=> 13863263-13863381 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13863263-13863381 (+1)

5S_rRNA 1-119 (+1)	=> 13863770-13863888 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13863770-13863888 (+1)

5S_rRNA 1-119 (+1)	=> 13864280-13864398 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13864280-13864398 (+1)

5S_rRNA 1-119 (+1)	=> 13864788-13864906 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13864788-13864906 (+1)

5S_rRNA 1-119 (+1)	=> 13865297-13865415 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13865297-13865415 (+1)

5S_rRNA 1-119 (+1)	=> 13865801-13865919 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13865801-13865919 (+1)

5S_rRNA 1-119 (+1)	=> 13866306-13866424 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13866306-13866424 (+1)

5S_rRNA 1-119 (+1)	=> 13866788-13866906 (+1)
Percent identity: 
Cigar string: 119M
ungapped:
5S_rRNA 1-119 (+1)	=> 13866788-13866906 (+1)

5S_rRNA 1-119 (+1)	=> 13867567-13867685 (+1)
